sample	platform	tool	name	reads_in	reads_removed	reads_removed_percent	reads_retained_percent
GCA_002953335.1	illumina	ncbi-scrubber	Vibrio diabolicus strain FDAARGOS_96 chromosome 1, complete sequence	344910	2	0.0005798614131222638	99.99942013858688
GCA_002953355.1	illumina	ncbi-scrubber	Vibrio diabolicus strain FDAARGOS_99 chromosome 1, complete sequence	342120	4	0.00116918040453642	99.99883081959547
GCA_002953375.1	illumina	ncbi-scrubber	Vibrio fluvialis strain FDAARGOS_100 chromosome 1, complete sequence	324504	0	0.0	100.0
GCA_002953395.1	illumina	ncbi-scrubber	Vibrio diabolicus strain FDAARGOS_105 chromosome 1, complete sequence	361742	4	0.0011057604591117427	99.99889423954089
GCA_002953515.1	illumina	ncbi-scrubber	Vibrio alginolyticus strain FDAARGOS_108 chromosome 1, complete sequence	363068	2	0.0005508609957363359	99.99944913900427
GCA_002953535.1	illumina	ncbi-scrubber	Vibrio alginolyticus strain FDAARGOS_110 chromosome 1, complete sequence	351246	20	0.005694015020811625	99.99430598497919
GCA_002953975.1	illumina	ncbi-scrubber	Vibrio alginolyticus strain FDAARGOS_114 chromosome 1, complete sequence	345218	2	0.0005793440666477414	99.99942065593335
GCA_002954055.1	illumina	ncbi-scrubber	Staphylococcus epidermidis strain FDAARGOS_161 chromosome, complete genome	167716	0	0.0	100.0
GCA_002983625.1	illumina	ncbi-scrubber	Yersinia intermedia strain FDAARGOS_358 chromosome, complete genome	330710	20	0.0060475945692600765	99.99395240543075
GCA_002983645.1	illumina	ncbi-scrubber	Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	366744	2	0.0005453395283903759	99.99945466047161
GCA_002983665.1	illumina	ncbi-scrubber	Providencia stuartii strain FDAARGOS_291 chromosome, complete genome	292966	0	0.0	100.0
GCA_002983685.1	illumina	ncbi-scrubber	Streptobacillus moniliformis strain FDAARGOS_310 chromosome, complete genome	112396	0	0.0	100.0
GCA_002983705.1	illumina	ncbi-scrubber	Helicobacter pylori strain FDAARGOS_300 chromosome, complete genome	109716	8	0.007291552736155164	99.99270844726385
GCA_002983725.1	illumina	ncbi-scrubber	Campylobacter jejuni subsp. doylei strain FDAARGOS_295 chromosome, complete genome	123004	0	0.0	100.0
GCA_002983785.1	illumina	ncbi-scrubber	Enterococcus faecium strain FDAARGOS_323 chromosome, complete genome	180694	0	0.0	100.0
GCA_002983865.1	illumina	ncbi-scrubber	Roseobacter denitrificans strain FDAARGOS_309 chromosome, complete genome	287254	2	0.0006962479199593391	99.99930375208004
GCA_002983965.1	illumina	ncbi-scrubber	Salmonella enterica subsp. enterica serovar Typhimurium strain FDAARGOS_320 chromosome, complete genome	335804	0	0.0	100.0
GCA_002984035.1	illumina	ncbi-scrubber	Salmonella enterica subsp. enterica serovar Heidelberg strain FDAARGOS_319 chromosome, complete genome	333918	0	0.0	100.0
GCA_002984125.1	illumina	ncbi-scrubber	Moraxella catarrhalis strain FDAARGOS_304 chromosome, complete genome	129466	0	0.0	100.0
GCA_002984195.1	illumina	ncbi-scrubber	Providencia rettgeri strain FDAARGOS_330 chromosome, complete genome	301240	0	0.0	100.0
GCA_002984285.1	illumina	ncbi-scrubber	Salmonella enterica subsp. enterica serovar Typhimurium strain FDAARGOS_317 chromosome, complete genome	346190	2	0.000577717438400878	99.9994222825616
GCA_002984395.1	illumina	ncbi-scrubber	Klebsiella oxytoca strain FDAARGOS_335 chromosome, complete genome	403320	2	0.0004958841614598829	99.99950411583853
GCA_002984485.1	illumina	ncbi-scrubber	Oligella urethralis strain FDAARGOS_329 chromosome, complete genome	167422	10	0.005972930678166549	99.99402706932183
GCA_002984565.1	illumina	ncbi-scrubber	Staphylococcus cohnii strain FDAARGOS_334 chromosome, complete genome	177418	0	0.0	100.0
GCA_003019925.1	illumina	ncbi-scrubber	Pluralibacter gergoviae strain FDAARGOS_186 chromosome, complete genome	360538	0	0.0	100.0
GCA_003019945.1	illumina	ncbi-scrubber	Burkholderia vietnamiensis strain FDAARGOS_239 chromosome 1, complete sequence	462028	4	0.0008657483962010961	99.9991342516038
GCA_003019965.1	illumina	ncbi-scrubber	Burkholderia multivorans strain FDAARGOS_246 chromosome 1, complete sequence	421526	14	0.0033212660666245976	99.99667873393338
GCA_003020025.1	illumina	ncbi-scrubber	Burkholderia thailandensis strain FDAARGOS_237 chromosome 1, complete sequence	444854	8	0.0017983428270848412	99.99820165717291
GCA_003020185.1	illumina	ncbi-scrubber	Burkholderia thailandensis strain FDAARGOS_238 chromosome 1, complete sequence	451244	4	0.0008864383792360673	99.99911356162076
GCA_003030425.1	illumina	ncbi-scrubber	Enterococcus faecalis strain FDAARGOS_324 chromosome, complete genome	210658	0	0.0	100.0
GCA_003050665.1	illumina	ncbi-scrubber	Helicobacter pylori strain FDAARGOS_298 chromosome, complete genome	112060	0	0.0	100.0
GCA_003546885.1	illumina	ncbi-scrubber	Klebsiella aerogenes strain FDAARGOS_327 chromosome, complete genome	360012	0	0.0	100.0
GCA_003546905.1	illumina	ncbi-scrubber	Yersinia pseudotuberculosis strain FDAARGOS_342 chromosome, complete genome	327036	24	0.007338641617436612	99.99266135838256
GCA_003613595.1	illumina	ncbi-scrubber	Burkholderia gladioli pv. gladioli strain FDAARGOS_188 chromosome 1, complete sequence	592836	8	0.001349445715172493	99.99865055428482
GCA_003614815.1	illumina	ncbi-scrubber	Burkholderia thailandensis strain FDAARGOS_241 chromosome 1, complete sequence	445608	14	0.003141774833485934	99.99685822516652
GCA_003614835.1	illumina	ncbi-scrubber	Burkholderia thailandensis strain FDAARGOS_242 chromosome 1, complete sequence	443554	0	0.0	100.0
GCA_003711125.1	illumina	ncbi-scrubber	Enterococcus avium strain FDAARGOS_184 chromosome, complete genome	248226	0	0.0	100.0
GCA_003798205.1	illumina	ncbi-scrubber	Yersinia pestis strain FDAARGOS_603 chromosome, complete genome	328642	10	0.0030428247150394655	99.99695717528496
GCA_003798225.1	illumina	ncbi-scrubber	Yersinia pestis strain FDAARGOS_601 chromosome, complete genome	328732	26	0.007909178297214752	99.99209082170279
GCA_003798245.1	illumina	ncbi-scrubber	Burkholderia pseudomallei strain FDAARGOS_593 chromosome 1, complete sequence	483702	64	0.013231287032098275	99.9867687129679
GCA_003798265.1	illumina	ncbi-scrubber	Burkholderia pseudomallei strain FDAARGOS_592 chromosome 1, complete sequence	476446	78	0.016371215205920504	99.98362878479408
GCA_003798285.1	illumina	ncbi-scrubber	Yersinia pseudotuberculosis strain FDAARGOS_583 chromosome, complete genome	310146	40	0.012897151664054994	99.98710284833595
GCA_003798305.1	illumina	ncbi-scrubber	Yersinia pseudotuberculosis strain FDAARGOS_579 chromosome, complete genome	312098	22	0.0070490679209735405	99.99295093207903
GCA_003798325.1	illumina	ncbi-scrubber	Propionibacterium acidifaciens strain FDAARGOS_576 chromosome, complete genome	204852	0	0.0	100.0
GCA_003798345.1	illumina	ncbi-scrubber	Yersinia pestis strain FDAARGOS_602 chromosome, complete genome	318966	34	0.01065944332624794	99.98934055667375
GCA_003798365.1	illumina	ncbi-scrubber	Burkholderia pseudomallei strain FDAARGOS_594 chromosome 1, complete sequence	478692	62	0.01295196075973695	99.98704803924026
GCA_003798385.1	illumina	ncbi-scrubber	Yersinia pseudotuberculosis strain FDAARGOS_584 chromosome, complete genome	312628	54	0.017272925009915938	99.98272707499008
GCA_003798405.1	illumina	ncbi-scrubber	Yersinia pseudotuberculosis strain FDAARGOS_582 chromosome, complete genome	322164	2	0.0006208018276405806	99.99937919817236
GCA_003798425.1	illumina	ncbi-scrubber	Yersinia pseudotuberculosis strain FDAARGOS_581 chromosome, complete genome	339798	16	0.004708679862741982	99.99529132013726
GCA_003798445.1	illumina	ncbi-scrubber	Yersinia pseudotuberculosis strain FDAARGOS_580 chromosome, complete genome	332068	26	0.00782972162328198	99.99217027837672
GCA_003798465.1	illumina	ncbi-scrubber	Cutibacterium acnes strain FDAARGOS_577 chromosome, complete genome	166356	0	0.0	100.0
GCA_003812065.1	illumina	ncbi-scrubber	Acinetobacter baumannii strain FDAARGOS_540 chromosome, complete genome	260684	4	0.0015344248208559023	99.99846557517914
GCA_003812085.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_566 chromosome 1, complete sequence	377804	0	0.0	100.0
GCA_003812105.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_531 chromosome, complete genome	384250	0	0.0	100.0
GCA_003812125.1	illumina	ncbi-scrubber	Bacillus sp. FDAARGOS_527 chromosome, complete genome	380076	0	0.0	100.0
GCA_003812145.1	illumina	ncbi-scrubber	Enterobacter roggenkampii strain FDAARGOS_523 chromosome, complete genome	346032	0	0.0	100.0
GCA_003812165.1	illumina	ncbi-scrubber	Pseudomonas aeruginosa strain FDAARGOS_532 chromosome, complete genome	462084	0	0.0	100.0
GCA_003812185.1	illumina	ncbi-scrubber	Klebsiella aerogenes strain FDAARGOS_513 chromosome, complete genome	351446	0	0.0	100.0
GCA_003812205.1	illumina	ncbi-scrubber	Acinetobacter sp. FDAARGOS_560 chromosome, complete genome	277772	22	0.007920164739426581	99.99207983526057
GCA_003812225.1	illumina	ncbi-scrubber	Acinetobacter sp. FDAARGOS_494 chromosome, complete genome	263550	6	0.0022766078542970974	99.9977233921457
GCA_003812245.1	illumina	ncbi-scrubber	Acinetobacter sp. FDAARGOS_493 chromosome, complete genome	268098	6	0.002237987601548687	99.99776201239845
GCA_003812305.1	illumina	ncbi-scrubber	Enterococcus sp. FDAARGOS_553 chromosome, complete genome	218900	0	0.0	100.0
GCA_003812325.1	illumina	ncbi-scrubber	Citrobacter freundii strain FDAARGOS_550 chromosome, complete genome	331276	10	0.0030186309904732004	99.99698136900953
GCA_003812345.1	illumina	ncbi-scrubber	Citrobacter freundii strain FDAARGOS_549 chromosome, complete genome	340144	16	0.004703890117126863	99.99529610988287
GCA_003812365.1	illumina	ncbi-scrubber	Burkholderia multivorans strain FDAARGOS_547 chromosome 1, complete sequence	426274	38	0.008914454083523744	99.99108554591648
GCA_003812385.1	illumina	ncbi-scrubber	Acinetobacter baumannii strain FDAARGOS_533 chromosome, complete genome	259026	10	0.0038606163087875345	99.99613938369122
GCA_003812405.1	illumina	ncbi-scrubber	Citrobacter koseri strain FDAARGOS_530 chromosome, complete genome	305400	0	0.0	100.0
GCA_003812425.1	illumina	ncbi-scrubber	Staphylococcus epidermidis strain FDAARGOS_529 chromosome, complete genome	171828	0	0.0	100.0
GCA_003812445.1	illumina	ncbi-scrubber	Streptococcus sp. FDAARGOS_522 chromosome, complete genome	140076	0	0.0	100.0
GCA_003812465.1	illumina	ncbi-scrubber	Streptococcus sp. FDAARGOS_521 chromosome, complete genome	143800	0	0.0	100.0
GCA_003812505.1	illumina	ncbi-scrubber	Staphylococcus hominis strain FDAARGOS_575 chromosome, complete genome	150494	0	0.0	100.0
GCA_003812525.1	illumina	ncbi-scrubber	Proteus vulgaris strain FDAARGOS_556 chromosome, complete genome	277230	0	0.0	100.0
GCA_003812545.1	illumina	ncbi-scrubber	Listeria monocytogenes strain FDAARGOS_555 chromosome, complete genome	190138	0	0.0	100.0
GCA_003812565.1	illumina	ncbi-scrubber	Listeria monocytogenes strain FDAARGOS_554 chromosome, complete genome	189124	0	0.0	100.0
GCA_003812585.1	illumina	ncbi-scrubber	Burkholderia multivorans strain FDAARGOS_548 chromosome 1, complete sequence	443592	22	0.004959512344677091	99.99504048765532
GCA_003812605.1	illumina	ncbi-scrubber	Chryseobacterium indologenes strain FDAARGOS_537 chromosome, complete genome	324424	0	0.0	100.0
GCA_003812625.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_536 chromosome, complete genome	340302	0	0.0	100.0
GCA_003812645.1	illumina	ncbi-scrubber	Streptococcus pyogenes strain FDAARGOS_534 chromosome, complete genome	122516	0	0.0	100.0
GCA_003812665.1	illumina	ncbi-scrubber	Enterococcus faecalis strain FDAARGOS_528 chromosome, complete genome	197576	0	0.0	100.0
GCA_003812685.1	illumina	ncbi-scrubber	Streptococcus sp. FDAARGOS_520 chromosome, complete genome	139974	0	0.0	100.0
GCA_003812705.1	illumina	ncbi-scrubber	Chryseobacterium arthrosphaerae strain FDAARGOS_519 chromosome, complete genome	357458	0	0.0	100.0
GCA_003812725.1	illumina	ncbi-scrubber	Streptococcus pyogenes strain FDAARGOS_514 chromosome, complete genome	126808	0	0.0	100.0
GCA_003812745.1	illumina	ncbi-scrubber	Serratia sp. FDAARGOS_506 chromosome, complete genome	324182	0	0.0	100.0
GCA_003812765.1	illumina	ncbi-scrubber	Gardnerella vaginalis strain FDAARGOS_568 chromosome, complete genome	114440	0	0.0	100.0
GCA_003812785.1	illumina	ncbi-scrubber	Cutibacterium acnes strain FDAARGOS_503 chromosome, complete genome	166302	0	0.0	100.0
GCA_003812805.1	illumina	ncbi-scrubber	Streptococcus agalactiae strain FDAARGOS_512 chromosome, complete genome	142276	0	0.0	100.0
GCA_003812825.1	illumina	ncbi-scrubber	Fusobacterium necrophorum strain FDAARGOS_565 chromosome, complete genome	178560	0	0.0	100.0
GCA_003812845.1	illumina	ncbi-scrubber	Klebsiella sp. FDAARGOS_511 chromosome, complete genome	419348	0	0.0	100.0
GCA_003812865.1	illumina	ncbi-scrubber	Chryseobacterium indologenes strain FDAARGOS_510 chromosome, complete genome	328196	38	0.011578447025557898	99.98842155297444
GCA_003812885.1	illumina	ncbi-scrubber	Pseudomonas aeruginosa strain FDAARGOS_571 chromosome, complete genome	466652	0	0.0	100.0
GCA_003812905.1	illumina	ncbi-scrubber	Pseudomonas aeruginosa strain FDAARGOS_501 chromosome, complete genome	457722	0	0.0	100.0
GCA_003812925.1	illumina	ncbi-scrubber	Klebsiella oxytoca strain FDAARGOS_500 chromosome, complete genome	391940	0	0.0	100.0
GCA_003812945.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_497 chromosome, complete genome	367552	0	0.0	100.0
GCA_003812965.1	illumina	ncbi-scrubber	Burkholderia multivorans strain FDAARGOS_496 chromosome 1, complete sequence	519760	0	0.0	100.0
GCA_003812985.1	illumina	ncbi-scrubber	Stenotrophomonas maltophilia strain FDAARGOS_507 chromosome, complete genome	305172	16	0.00524294496218526	99.99475705503781
GCA_003813005.1	illumina	ncbi-scrubber	Pseudomonas aeruginosa strain FDAARGOS_505 chromosome, complete genome	468654	0	0.0	100.0
GCA_003813025.1	illumina	ncbi-scrubber	Pseudomonas aeruginosa strain FDAARGOS_570 chromosome, complete genome	477010	0	0.0	100.0
GCA_003813045.1	illumina	ncbi-scrubber	Burkholderia dolosa strain FDAARGOS_562 chromosome 1, complete sequence	427274	2	0.00046808371209107035	99.9995319162879
GCA_003813065.1	illumina	ncbi-scrubber	Bifidobacterium breve strain FDAARGOS_561 chromosome, complete genome	151710	0	0.0	100.0
GCA_003813085.1	illumina	ncbi-scrubber	Alcaligenes faecalis strain FDAARGOS_491 chromosome, complete genome	271526	74	0.027253375367368132	99.97274662463263
GCA_003827915.1	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_504 chromosome, complete genome	192972	0	0.0	100.0
GCA_003854935.1	illumina	ncbi-scrubber	Cupriavidus pauculus strain FDAARGOS_614 chromosome 1, complete sequence	411854	2	0.00048560897793878415	99.99951439102206
GCA_003855115.1	illumina	ncbi-scrubber	Shigella sonnei strain FDAARGOS_524 chromosome, complete genome	330206	0	0.0	100.0
GCA_003855135.1	illumina	ncbi-scrubber	Shigella flexneri strain FDAARGOS_535 chromosome, complete genome	324836	2	0.0006156953047076062	99.9993843046953
GCA_003955775.1	illumina	ncbi-scrubber	Francisella tularensis strain FDAARGOS_599 chromosome, complete genome	126190	20	0.015849116411760046	99.98415088358824
GCA_003955795.1	illumina	ncbi-scrubber	Francisella tularensis strain FDAARGOS_598 chromosome, complete genome	126240	10	0.007921419518377692	99.99207858048162
GCA_003955815.1	illumina	ncbi-scrubber	Francisella tularensis strain FDAARGOS_595 chromosome, complete genome	126280	2	0.0015837820715869496	99.99841621792841
GCA_003955985.1	illumina	ncbi-scrubber	Corynebacterium jeikeium strain FDAARGOS_574 chromosome, complete genome	168544	0	0.0	100.0
GCA_003956005.1	illumina	ncbi-scrubber	Staphylococcus haemolyticus strain FDAARGOS_517 chromosome, complete genome	177968	0	0.0	100.0
GCA_003956025.1	illumina	ncbi-scrubber	Staphylococcus cohnii strain FDAARGOS_538 chromosome, complete genome	180056	0	0.0	100.0
GCA_006364035.1	illumina	ncbi-scrubber	Listeria monocytogenes strain FDAARGOS_607 chromosome, complete genome	199470	0	0.0	100.0
GCA_006364235.1	illumina	ncbi-scrubber	Streptococcus pyogenes strain FDAARGOS_774 chromosome, complete genome	127658	0	0.0	100.0
GCA_006364295.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_775 chromosome, complete genome	371594	0	0.0	100.0
GCA_006364355.1	illumina	ncbi-scrubber	Vibrio furnissii strain FDAARGOS_777 chromosome 1, complete sequence	332890	0	0.0	100.0
GCA_006364495.1	illumina	ncbi-scrubber	Bacillus subtilis strain FDAARGOS_606 chromosome, complete genome	269708	0	0.0	100.0
GCA_006364635.1	illumina	ncbi-scrubber	Legionella pneumophila strain FDAARGOS_779 chromosome, complete genome	227280	0	0.0	100.0
GCA_006364655.1	illumina	ncbi-scrubber	Listeria monocytogenes strain FDAARGOS_778 chromosome, complete genome	196732	0	0.0	100.0
GCA_006364675.1	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_773 chromosome, complete genome	185804	0	0.0	100.0
GCA_006364695.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_772 chromosome, complete genome	358738	0	0.0	100.0
GCA_006364735.1	illumina	ncbi-scrubber	Pseudomonas aeruginosa strain FDAARGOS_767 chromosome, complete genome	417578	8	0.0019158097409346278	99.99808419025906
GCA_006364755.1	illumina	ncbi-scrubber	Salmonella enterica strain FDAARGOS_765 chromosome, complete genome	298806	0	0.0	100.0
GCA_006364775.1	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_766 chromosome, complete genome	199754	0	0.0	100.0
GCA_006364795.1	illumina	ncbi-scrubber	Pseudomonas aeruginosa strain FDAARGOS_610 chromosome, complete genome	452814	0	0.0	100.0
GCA_006364815.1	illumina	ncbi-scrubber	Enterococcus faecalis strain FDAARGOS_611 chromosome, complete genome	189696	0	0.0	100.0
GCA_006365335.1	illumina	ncbi-scrubber	Salmonella enterica strain FDAARGOS_768 chromosome, complete genome	330318	0	0.0	100.0
GCA_008693365.1	illumina	ncbi-scrubber	Yersinia pseudotuberculosis strain FDAARGOS_665 chromosome, complete genome	291134	66	0.022669973276910286	99.9773300267231
GCA_008693385.1	illumina	ncbi-scrubber	Cupriavidus pauculus strain FDAARGOS_664 chromosome 1, complete sequence	470942	6	0.001274042238747022	99.99872595776125
GCA_008693405.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_630 chromosome, complete genome	376186	0	0.0	100.0
GCA_008693425.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_631 chromosome 1, complete sequence	364570	0	0.0	100.0
GCA_008693445.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_629 chromosome, complete genome	381246	0	0.0	100.0
GCA_008693465.1	illumina	ncbi-scrubber	Klebsiella variicola strain FDAARGOS_627 chromosome, complete genome	397174	10	0.0025177881734453917	99.99748221182655
GCA_008693485.1	illumina	ncbi-scrubber	Burkholderia multivorans strain FDAARGOS_623 chromosome 1, complete sequence	431910	4	0.0009261188673566252	99.99907388113265
